annotation_id,annotator,categories,comment,created_at,id,lead_time,rating,updated_at,Вопрос решен,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
238,1,Нравится скорость отработки заявок,большое спасибо оперативно поставили ограничители,2025-05-16T17:11:39.264129Z,3903349,5.549,5,2025-05-16T17:11:39.264129Z,0,0,0,1,0
239,1,Вопрос решен,одну звезду сняла за то что отличается цвет плитки,2025-05-16T17:11:50.439721Z,3903374,10.794,4,2025-05-16T17:11:50.439721Z,1,0,0,0,0
240,1,Нравится скорость отработки заявок,спасибо быстро и оперативно,2025-05-16T17:11:54.903761Z,3903406,4.045,5,2025-05-16T17:11:54.903761Z,0,0,0,1,0
241,1,Вопрос решен,горячая вода появилась,2025-05-16T17:12:00.639501Z,3903436,5.288,5,2025-05-16T17:12:00.639501Z,1,0,0,0,0
242,1,Вопрос решен,вот теперь молодцы,2025-05-16T17:12:09.657380Z,3903607,8.536,5,2025-05-16T17:12:09.657380Z,1,0,0,0,0
243,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",все отлично бистро устранили мастер хороши,2025-05-16T17:12:16.757428Z,3903626,6.637,5,2025-05-16T17:12:16.757428Z,0,0,1,1,0
244,1,Понравилось выполнение заявки,спасибо проблема была решена,2025-05-16T17:12:24.392354Z,3903666,7.213,5,2025-05-16T17:12:24.392354Z,0,0,0,0,1
245,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо за оперативность и грамотный развёрнутый ответ,2025-05-16T17:12:32.095138Z,3903709,7.264,5,2025-05-16T17:12:32.095138Z,0,1,0,1,0
246,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо большое заявка выполнена быстро и качественно,2025-05-16T17:12:46.981472Z,3903741,14.52,5,2025-05-16T17:12:46.981472Z,0,1,0,1,0
247,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",выполнено быстро и качественно,2025-05-16T17:12:50.406008Z,3903997,3.038,5,2025-05-16T17:12:50.406008Z,0,1,0,1,0
248,1,Понравилось выполнение заявки,всё понятно объяснили,2025-05-16T17:13:02.900696Z,3904073,12.047,5,2025-05-16T17:13:02.900696Z,0,0,0,0,1
249,1,Нравится качество работы сотрудников,большое спасибо василию за проделанную работу,2025-05-16T17:13:07.442864Z,3904265,4.112,5,2025-05-16T17:13:07.442864Z,0,0,1,0,0
250,1,Понравилось выполнение заявки,благодарю помогли а то до вас никто не мог решить эту проблему еще раз спасибо,2025-05-16T17:13:24.816009Z,3904421,16.72,5,2025-05-16T17:13:24.816009Z,0,0,0,0,1
251,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",очень оперативно менеджер связался ответил на вопросы и отправил необходимые документы благодарю,2025-05-16T17:13:31.303558Z,3904489,6.069,5,2025-05-16T17:13:31.303558Z,0,0,1,1,0
252,1,Нравится скорость отработки заявок,быстро отреагировали запустили,2025-05-16T17:13:34.994439Z,3904503,3.271,5,2025-05-16T17:13:34.994439Z,0,0,0,1,0
253,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки""]}",спасибо оперативно приняли заявку и отремонтировали лифт работает исправно,2025-05-16T17:13:50.422989Z,3904606,15.046,5,2025-05-16T17:13:50.422989Z,0,1,0,1,1
254,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",оперативно и надежно,2025-05-16T17:14:04.106363Z,3904693,13.263,5,2025-05-16T17:14:04.106363Z,0,1,0,1,0
255,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо услуга оказана очень оперативно удобный формат заказала ключ на выходных в понедельник все было готово сотрудники вежливые и внимательные,2025-05-16T17:14:16.601591Z,3904847,12.036,5,2025-05-16T17:14:16.601591Z,0,0,1,1,0
256,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",все супер очень оперативно и профессионально спасибо,2025-05-16T17:14:26.078315Z,3904911,9.031,5,2025-05-16T17:14:26.078315Z,0,0,0,1,1
257,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",всё быстро и качественно,2025-05-16T17:14:31.799155Z,3905059,5.214,5,2025-05-16T17:14:31.799155Z,0,1,0,1,0
258,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",тот кто выполнял заявку чудо оперативно выполнили спасибо,2025-05-16T17:15:00.427385Z,3905086,28.113,5,2025-05-16T17:15:00.427385Z,0,0,0,1,1
259,1,Понравилось выполнение заявки,спасибо жду бумажные платежные поручения со следующего месяца,2025-05-16T17:15:12.045620Z,3905337,11.218,5,2025-05-16T17:15:12.045620Z,0,0,0,0,1
260,1,Нравится качество работы сотрудников,лучший мастер на свете нужно ему выдать премию,2025-05-16T17:15:19.844988Z,3905720,7.401,5,2025-05-16T17:15:19.844988Z,0,0,1,0,0
261,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо электрику оперативно пришёл,2025-05-16T17:15:47.077329Z,3905786,26.772,5,2025-05-16T17:15:47.077329Z,0,0,1,1,0
262,1,Другое,хотелось что бы каждый месяц присылали квитанцию на почту или в приложении,2025-05-16T17:16:12.190300Z,3906032,24.66,5,2025-05-16T17:16:12.190300Z,0,0,0,0,0
263,1,Нравится качество работы сотрудников,большое спасибо электрику ситуация была не из простых но он обнаружил проблему и смог ее решить,2025-05-16T17:16:24.342035Z,3906048,11.738,5,2025-05-16T17:16:24.342035Z,0,0,1,0,0
264,1,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",сантехник молодец устранил утечку воды выше по этажу и в нас перестала течь вода молодец,2025-05-16T17:16:37.065712Z,3906126,12.341,5,2025-05-16T17:16:37.065712Z,0,0,1,0,1
265,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",спасибо большое за работу и оперативность,2025-05-16T17:16:42.387213Z,3906380,4.917,5,2025-05-16T17:16:42.387213Z,0,0,0,1,1
266,1,Другое,жалко что при оплате счетов через банк в приложении не отображается информация об оплате и приходится загружать квитанции дополнительно и подтверждать факт оплаты,2025-05-16T17:17:07.319828Z,3906407,24.52,4,2025-05-16T17:17:07.319828Z,0,0,0,0,0
267,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",все быстро и качественно,2025-05-16T17:17:11.147347Z,3906535,3.4,5,2025-05-16T17:17:11.147347Z,0,1,0,1,0
268,1,Понравилось выполнение заявки,спасибо большое жаль что там уже опять намусорили,2025-05-16T17:17:22.005041Z,3906752,10.418,5,2025-05-16T17:17:22.005041Z,0,0,0,0,1
269,1,Понравилось выполнение заявки,спасибо теперь она закрывается,2025-05-16T17:17:29.122557Z,3906789,6.647,5,2025-05-16T17:17:29.122557Z,0,0,0,0,1
270,1,Другое,можно было и сразу заявку выполнить не забываете что по периметру несколько контейнеров для пакетов пакеты кончаются быстро значит хозяева убирают за собаками,2025-05-16T17:17:57.903671Z,3906922,28.323,3,2025-05-16T17:17:57.903671Z,0,0,0,0,0
271,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",спасибо большое за оперативность мир и процветание вашей компании самолет,2025-05-16T17:18:06.945859Z,3906976,8.652,5,2025-05-16T17:18:06.945859Z,0,0,0,1,1
272,1,Понравилось выполнение заявки,выше похвал,2025-05-16T17:18:13.270541Z,3907117,5.898,5,2025-05-16T17:18:13.270541Z,0,0,0,0,1
273,1,Нравится качество работы сотрудников,очень вежливая и грамотная сотрудница побольше бы таких,2025-05-16T17:18:18.060649Z,3907364,4.409,5,2025-05-16T17:18:18.060649Z,0,0,1,0,0
274,1,Вопрос решен,спасибо прошу загружать квитанции в личный кабинет без дополнительных запросов,2025-05-16T17:18:30.265570Z,3907480,11.815,5,2025-05-16T17:18:30.265570Z,1,0,0,0,0
275,1,Понравилось выполнение заявки,все прекрасно,2025-05-16T17:18:34.239290Z,3907589,3.54,5,2025-05-16T17:18:34.239290Z,0,0,0,0,1
276,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",все быстро и качественно большое спасибо,2025-05-16T17:18:39.603788Z,3907672,4.96,5,2025-05-16T17:18:39.603788Z,0,1,0,1,0
277,1,Нравится качество выполнения заявки,консультация была проведена профессионально спасибо за разъяснения и рекомендации,2025-05-16T17:18:54.530090Z,3907792,14.476,5,2025-05-16T17:18:54.530090Z,0,1,0,0,0
278,1,Нравится качество работы сотрудников,спасибо большое что починили дверь зашла без проблем дверь работает отлично,2025-05-16T17:19:06.327420Z,3907928,11.31,5,2025-05-16T17:19:06.327420Z,0,0,1,0,0
279,1,Понравилось выполнение заявки,спасибо за работу,2025-05-16T17:19:14.645579Z,3908011,7.894,5,2025-05-16T17:19:14.645579Z,0,0,0,0,1
280,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо за быстрое решение вопроса лояльность мастера с подбором времени,2025-05-16T17:19:29.436031Z,3908429,14.356,5,2025-05-16T17:19:29.436031Z,0,0,1,1,0
281,1,Вопрос решен,спасибо за обратную связь надеюсь в приложении информация обновиться что оплата прошла,2025-05-16T17:19:41.953686Z,3908490,12.069,4,2025-05-16T17:19:41.953686Z,1,0,0,0,0
282,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо за четкость и быстроту,2025-05-16T17:19:45.646612Z,3908579,3.095,5,2025-05-16T17:19:45.646612Z,0,1,0,1,0
283,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",консультация и настройка прибора выполнена очень быстро качественно и профессионально спасибо,2025-05-16T17:19:51.875742Z,3908590,5.843,5,2025-05-16T17:19:51.875742Z,0,1,0,1,0
284,1,Нравится качество работы сотрудников,мастер выполнил работу быстро и чисто все отлично,2025-05-16T17:19:56.839127Z,3908772,4.545,5,2025-05-16T17:19:56.839127Z,0,0,1,0,0
285,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",самая лучшая ук спасибо большое за помощь за быструю работу и мгновенную выполнения,2025-05-16T17:20:08.644954Z,3908843,11.397,5,2025-05-16T17:20:08.644954Z,0,0,0,1,1
286,1,Нравится скорость отработки заявок,очень быстро,2025-05-16T17:20:11.681547Z,3908929,2.553,5,2025-05-16T17:20:11.681547Z,0,0,0,1,0
287,1,Нравится скорость отработки заявок,спасибо за оперативный ответ,2025-05-16T17:20:14.618334Z,3909086,2.488,5,2025-05-16T17:20:14.618334Z,0,0,0,1,0
288,1,Понравилось выполнение заявки,очень удобно получать электронную квитанцию давно пора,2025-05-16T17:20:21.179126Z,3909146,6.158,5,2025-05-16T17:20:21.179126Z,0,0,0,0,1
289,1,Нравится скорость отработки заявок,оперативно выполнили заявку спасибо,2025-05-16T17:20:34.140890Z,3909271,12.51,5,2025-05-16T17:20:34.140890Z,0,0,0,1,0
290,1,Нравится качество работы сотрудников,спасибо специалисту,2025-05-16T17:20:36.896747Z,3909398,2.289,5,2025-05-16T17:20:36.896747Z,0,0,1,0,0
291,1,Другое,жалко что заранее не предупреждаете что есть тех проблемы сейчас как нам узнать в новости можно написать такое и нет такого раздела про формирование квитанций в заявках в ук не сразу поняла где написать,2025-05-16T17:21:11.722341Z,3909430,34.241,4,2025-05-16T17:21:11.722341Z,0,0,0,0,0
292,1,Нравится скорость отработки заявок,огромнейшее спасибо за оперативность,2025-05-16T17:21:15.546705Z,3909441,3.403,5,2025-05-16T17:21:15.546705Z,0,0,0,1,0
293,1,Нравится скорость отработки заявок,спасибо огромнейшее за оперативность,2025-05-16T17:21:24.823165Z,3909442,6.917999999999999,5,2025-05-16T17:21:24.823165Z,0,0,0,1,0
294,1,Понравилось выполнение заявки,благодарю за работу,2025-05-16T17:21:30.170266Z,3909517,4.916,5,2025-05-16T17:21:30.170266Z,0,0,0,0,1
295,1,Понравилось выполнение заявки,все решили перезвонили спасибо,2025-05-16T17:21:36.237166Z,3909595,5.667,5,2025-05-16T17:21:36.237166Z,0,0,0,0,1
296,1,Нравится скорость отработки заявок,очень быстро все сделали,2025-05-16T17:21:50.728434Z,3909682,14.092,5,2025-05-16T17:21:50.728434Z,0,0,0,1,0
297,1,Понравилось выполнение заявки,все отлично жаль что для сотрудников компании на данные услуги не действуют скидки,2025-05-16T17:22:03.180052Z,3909787,12.013,5,2025-05-16T17:22:03.180052Z,0,0,0,0,1
298,1,Нравится качество работы сотрудников,очень приятный менеджер консультант которая всё правильно и подробно объясняет,2025-05-16T17:22:12.329597Z,3909863,8.687,5,2025-05-16T17:22:12.329597Z,0,0,1,0,0
299,1,Понравилось выполнение заявки,спасибо все супер,2025-05-16T17:22:23.311076Z,3909888,10.55,5,2025-05-16T17:22:23.311076Z,0,0,0,0,1
300,1,Нравится качество работы сотрудников,специалист пришёл очень быстро все быстро исправил спасибо,2025-05-16T17:22:28.537697Z,3910052,4.821,5,2025-05-16T17:22:28.537697Z,0,0,1,0,0
301,1,Нравится скорость отработки заявок,всё супер вопрос решён быстро,2025-05-16T17:24:44.308955Z,3910060,135.358,5,2025-05-16T17:24:44.308955Z,0,0,0,1,0
302,1,Другое,очень надеюсь что квитанция будет дублироваться и в приложении а так оперативно и быстро поступила,2025-05-16T17:24:57.170104Z,3910089,12.425,5,2025-05-16T17:24:57.170104Z,0,0,0,0,0
303,1,Нравится скорость отработки заявок,спасибо большое за быстрое реагирование,2025-05-16T17:25:01.388566Z,3910166,3.778,5,2025-05-16T17:25:01.388566Z,0,0,0,1,0
304,1,Нравится качество работы сотрудников,спасибо девочкам операторам,2025-05-16T17:25:06.398809Z,3910233,4.535,5,2025-05-16T17:25:06.398809Z,0,0,1,0,0
305,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",менеджер елизавета очень быстро решила мой вопрос спасибо,2025-05-16T17:25:13.152655Z,3910259,6.348,5,2025-05-16T17:25:13.152655Z,0,0,1,1,0
306,1,Другое,спасибо но придумайте пожалуйста способ как этого избежать на будущее,2025-05-16T17:25:22.780406Z,3910269,9.168,5,2025-05-16T17:25:22.780406Z,0,0,0,0,0
307,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо за работу выполнена качественно и в срок,2025-05-16T17:25:32.128857Z,3910346,8.923,5,2025-05-16T17:25:32.128857Z,0,1,0,1,0
308,1,Понравилось выполнение заявки,прям молодцы порадовали все четко,2025-05-16T17:25:38.638503Z,3910406,6.101,5,2025-05-16T17:25:38.638503Z,0,0,0,0,1
309,1,Нравится качество работы сотрудников,алексей профессионал в своем деле быстро нашел проблему и устранил ее огромное ему спасибо,2025-05-16T17:25:46.873669Z,3910434,7.828,5,2025-05-16T17:25:46.873669Z,0,0,1,0,0
310,1,Другое,да подтверждаю вчера вечером обнаружила что устранено спасибо,2025-05-16T17:25:58.431032Z,3910685,11.147,5,2025-05-16T17:25:58.431032Z,0,0,0,0,0
311,1,Вопрос решен,вопрос решён,2025-05-16T17:26:01.265064Z,3910836,2.42,5,2025-05-16T17:26:01.265064Z,1,0,0,0,0
312,1,Понравилось выполнение заявки,спасибо за помощь,2025-05-16T17:26:05.217767Z,3910841,3.533,5,2025-05-16T17:26:05.217767Z,0,0,0,0,1
313,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",спасибо очень быстро сработали,2025-05-16T17:26:09.544216Z,3910908,3.855,5,2025-05-16T17:26:09.544216Z,0,0,0,1,1
314,1,Другое,добрый день спасибо за разъяснение всего вам хорошего,2025-05-16T17:26:30.193220Z,3910977,20.097,5,2025-05-16T17:26:30.193220Z,0,0,0,0,0
315,1,Нравится качество работы сотрудников,молодец электрик оперативно решил проблему,2025-05-16T17:26:33.561101Z,3911065,2.926,5,2025-05-16T17:26:33.561101Z,0,0,1,0,0
316,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",быстро и аккуратно благодарю,2025-05-16T17:26:37.567605Z,3911104,3.532,5,2025-05-16T17:26:37.567605Z,0,1,0,1,0
317,1,Понравилось выполнение заявки,спасибо большое пусть убирают часто,2025-05-16T17:26:44.542177Z,3911134,6.535,5,2025-05-16T17:26:44.542177Z,0,0,0,0,1
318,1,Нравится скорость отработки заявок,очень оперативно,2025-05-16T17:26:47.221898Z,3911142,2.25,5,2025-05-16T17:26:47.221898Z,0,0,0,1,0
319,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",все вежливо и информативно,2025-05-16T17:26:52.328441Z,3911182,4.615,5,2025-05-16T17:26:52.328441Z,0,0,0,1,1
320,1,Вопрос решен,спасибо вам за заботу о нас и нашем здоровье экология это замечательно,2025-05-16T17:27:16.295460Z,3911339,23.467,5,2025-05-16T17:27:16.295460Z,1,0,0,0,0
321,1,Нравится качество работы сотрудников,работа сотрудника офиса ук евгении на,2025-05-16T17:27:23.540859Z,3911355,6.816,5,2025-05-16T17:27:23.540859Z,0,0,1,0,0
322,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",спасибо за работу все быстро и качественно,2025-05-16T17:27:29.293293Z,3911421,5.112,5,2025-05-16T17:27:29.293293Z,0,1,0,1,0
323,1,Нравится скорость отработки заявок,спасибо большое проблема была решена очень быстро,2025-05-16T17:27:33.011690Z,3911514,3.162,5,2025-05-16T17:27:33.011690Z,0,0,0,1,0
324,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",менеджеру наталье и дежурного сантехнику большая благодарность за оперативное решение проблемы,2025-05-16T17:27:42.333865Z,3911553,8.869,5,2025-05-16T17:27:42.333865Z,0,0,1,1,0
325,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",спасибо оперативно и в полной мере ответили на мой вопрос,2025-05-16T17:27:48.079255Z,3911570,5.273,5,2025-05-16T17:27:48.079255Z,0,0,0,1,1
326,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников""]}",быстро качественно устранил наш засор,2025-05-16T17:27:58.692270Z,3911586,9.837,5,2025-05-16T17:27:58.692270Z,0,1,1,1,0
327,1,Нравится качество выполнения заявки,спасибо все качественно и профессионально,2025-05-16T17:28:07.850557Z,3911663,8.752,5,2025-05-16T17:28:07.850557Z,0,1,0,0,0
328,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",быстро и качественно спасибо,2025-05-16T17:28:13.621832Z,3911763,5.332,5,2025-05-16T17:28:13.621832Z,0,1,0,1,0
329,1,Вопрос решен,отличная функция спасибо,2025-05-16T17:28:29.842021Z,3911815,15.79,5,2025-05-16T17:28:29.842021Z,1,0,0,0,0
330,1,Понравилось выполнение заявки,спасибо за выполненную работу,2025-05-16T17:28:34.184815Z,3911905,3.903,5,2025-05-16T17:28:34.184815Z,0,0,0,0,1
331,1,Нравится скорость отработки заявок,очень оперативно благодарю,2025-05-16T17:28:37.221077Z,3911957,2.564,5,2025-05-16T17:28:37.221077Z,0,0,0,1,0
332,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",оперативно и четко сделали аккуратно прибрались после работы,2025-05-16T17:28:59.529089Z,3911983,21.885,5,2025-05-16T17:28:59.529089Z,0,1,0,1,0
333,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",спасибо александру за профессионализм и быструю работу,2025-05-16T17:29:05.176133Z,3912007,5.181,5,2025-05-16T17:29:05.176133Z,0,0,1,1,0
334,1,Нравится скорость отработки заявок,все отлично сделали быстро и не дорого,2025-05-16T17:29:12.491072Z,3912121,6.846,5,2025-05-16T17:29:12.491072Z,0,0,0,1,0
335,1,Нравится скорость отработки заявок,спасибо большое за оперативный ответ,2025-05-16T17:29:15.876804Z,3912185,2.944,5,2025-05-16T17:29:15.876804Z,0,0,0,1,0
336,1,Нравится качество работы сотрудников,спасибо огромное менеджеру по страхованию евгении гущиной за помощь в оформлении страховки настоящий профессионал своего дела исчерпывающе ответила на все интересующие вопросы,2025-05-16T17:29:24.804745Z,3912199,8.488,5,2025-05-16T17:29:24.804745Z,0,0,1,0,0
337,1,Нравится скорость отработки заявок,оперативно профессионально спасибо,2025-05-16T17:29:28.330088Z,3912225,3.068,5,2025-05-16T17:29:28.330088Z,0,0,0,1,0
338,1,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки""]}",специалист связывался по заявке все починили спасибо,2025-05-16T17:29:38.785722Z,3912227,9.992,5,2025-05-16T17:29:38.785722Z,0,0,1,0,1
339,1,Нравится скорость отработки заявок,в течении часов после создания заявки все устранили спасибо,2025-05-16T17:30:02.918260Z,3912230,23.692,5,2025-05-16T17:30:02.918260Z,0,0,0,1,0
340,1,Вопрос решен,ремонт выполнен,2025-05-16T17:30:07.512545Z,3912246,4.129,5,2025-05-16T17:30:07.512545Z,1,0,0,0,0
341,1,Нравится скорость отработки заявок,быстро решили проблему спасибо,2025-05-16T17:30:11.168457Z,3912277,3.207,5,2025-05-16T17:30:11.168457Z,0,0,0,1,0
342,1,Нравится качество работы сотрудников,работа мастера выполнена отлично проблема решилась только при личном визите в ук,2025-05-16T17:30:19.509073Z,3912521,7.837,5,2025-05-16T17:30:19.509073Z,0,0,1,0,0
343,1,Нравится качество работы сотрудников,большое спасибо оксане петриной,2025-05-16T17:30:23.483372Z,3912769,3.549,5,2025-05-16T17:30:23.483372Z,0,0,1,0,0
344,1,Нравится скорость отработки заявок,всё оперативно спасибо,2025-05-16T17:30:26.405146Z,3912975,2.5,5,2025-05-16T17:30:26.405146Z,0,0,0,1,0
345,1,Вопрос решен,добрый день спасибо вопрос решен,2025-05-16T17:30:31.823745Z,3913158,4.926,5,2025-05-16T17:30:31.823745Z,1,0,0,0,0
346,1,Нравится скорость отработки заявок,все быстро и четко спасибо,2025-05-16T17:30:35.895599Z,3913176,3.634,5,2025-05-16T17:30:35.895599Z,0,0,0,1,0
347,1,Нравится качество работы сотрудников,очень ответственная девушка в ук,2025-05-16T17:30:40.082476Z,3913279,3.764,5,2025-05-16T17:30:40.082476Z,0,0,1,0,0
348,1,Понравилось выполнение заявки,отлично всё работает,2025-05-16T17:30:44.757036Z,3913316,4.175,5,2025-05-16T17:30:44.757036Z,0,0,0,0,1
349,1,Нравится качество работы сотрудников,благодарность мастеру сделал быстро и качественно премию ренату,2025-05-16T17:30:50.122404Z,3913442,4.943,5,2025-05-16T17:30:50.122404Z,0,0,1,0,0
350,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",пришли вовремя заранее позвонили уточнить удобное время отличный мастер все сделал быстро и аккуратно,2025-05-16T17:30:59.434999Z,3913486,8.852,5,2025-05-16T17:30:59.434999Z,0,0,1,1,0
351,1,Понравилось выполнение заявки,все четко объяснили вопросов не осталось,2025-05-16T17:31:05.232348Z,3913509,5.329,5,2025-05-16T17:31:05.232348Z,0,0,0,0,1
352,1,Вопрос решен,ну вроде получше слава богу,2025-05-16T17:31:23.201464Z,3913566,17.521,5,2025-05-16T17:31:23.201464Z,1,0,0,0,0
353,1,Нравится скорость отработки заявок,проблема решена быстро и оперативно,2025-05-16T17:31:31.114937Z,3913676,7.432,5,2025-05-16T17:31:31.114937Z,0,0,0,1,0
354,1,Понравилось выполнение заявки,всё отлично спасибо,2025-05-16T17:31:43.182970Z,3913730,11.595,5,2025-05-16T17:31:43.182970Z,0,0,0,0,1
355,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников""]}",очень быстро и вежливо,2025-05-16T17:31:51.068276Z,3913971,7.435,5,2025-05-16T17:31:51.068276Z,0,0,1,1,0
356,1,Нравится качество работы сотрудников,второй специалист все отлично решил спасибо,2025-05-16T17:31:54.585813Z,3913976,2.998,5,2025-05-16T17:31:54.585813Z,0,0,1,0,0
357,1,Нравится качество работы сотрудников,благадарю специалиста,2025-05-16T17:31:57.606806Z,3914097,2.53,5,2025-05-16T17:31:57.606806Z,0,0,1,0,0
358,1,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки""]}",очень быстро и качественно спасибо,2025-05-16T17:32:02.344810Z,3914189,4.212,5,2025-05-16T17:32:02.344810Z,0,1,0,1,0
359,1,Понравилось выполнение заявки,спасибо большое всё сделано супер,2025-05-16T17:32:09.120209Z,3914351,6.22,5,2025-05-16T17:32:09.120209Z,0,0,0,0,1
360,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",комод убран большое спасибо за оперативное решение,2025-05-16T17:32:17.194735Z,3914367,7.582,5,2025-05-16T17:32:17.194735Z,0,0,0,1,1
361,1,Нравится качество работы сотрудников,хочу выразить особую благодарность татьяне за проявленный интерес к моему вопросу,2025-05-16T17:32:22.108594Z,3914531,4.465,5,2025-05-16T17:32:22.108594Z,0,0,1,0,0
362,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",очень быстро отреагировали и устранили проблему,2025-05-16T17:32:31.060294Z,3914571,8.455,5,2025-05-16T17:32:31.060294Z,0,0,0,1,1
363,1,Другое,вот теперь все данные правильно внесены спасибо,2025-05-16T17:32:58.545585Z,3914622,26.948,5,2025-05-16T17:32:58.545585Z,0,0,0,0,0
364,1,Нравится скорость отработки заявок,спасибо за оперативную помощь,2025-05-16T17:33:04.537028Z,3914767,5.532,5,2025-05-16T17:33:04.537028Z,0,0,0,1,0
365,1,Вопрос решен,спасибо ключи рабочие,2025-05-16T17:33:09.896983Z,3914795,4.744,5,2025-05-16T17:33:09.896983Z,1,0,0,0,0
366,1,Нравится скорость отработки заявок,круто быстро спасибо,2025-05-16T17:33:14.397543Z,3914807,3.946,5,2025-05-16T17:33:14.398641Z,0,0,0,1,0
367,1,Нравится скорость отработки заявок,быстро эффективно,2025-05-16T17:33:21.910914Z,3914918,7.028,5,2025-05-16T17:33:21.910914Z,0,0,0,1,0
368,1,Нравится качество работы сотрудников,отличный сантехник,2025-05-16T17:33:24.524555Z,3915053,2.072,5,2025-05-16T17:33:24.524555Z,0,0,1,0,0
369,1,Нравится скорость отработки заявок,очень оперативно спасибо,2025-05-16T17:33:29.650946Z,3915266,4.616,5,2025-05-16T17:33:29.650946Z,0,0,0,1,0
370,1,Нравится скорость отработки заявок,как оперативно благодарю,2025-05-16T17:33:38.130843Z,3915342,8.006,5,2025-05-16T17:33:38.130843Z,0,0,0,1,0
371,1,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки""]}",быстро среагировали и решили проблему спасибо,2025-05-16T17:33:57.758477Z,3915543,19.129,5,2025-05-16T17:33:57.758477Z,0,0,0,1,1
372,1,Нравится скорость отработки заявок,быстро сделали,2025-05-16T17:34:00.684254Z,3915644,2.421,5,2025-05-16T17:34:00.684254Z,0,0,0,1,0
373,1,Нравится скорость отработки заявок,добрый день вопрос решен очень быстро благодарю за работу и оперативность,2025-05-16T17:34:05.767873Z,3916307,4.479,5,2025-05-16T17:34:05.767873Z,0,0,0,1,0
374,1,Понравилось выполнение заявки,все хорошо очень доступно все объяснили,2025-05-16T17:34:11.528574Z,3916394,5.315,5,2025-05-16T17:34:11.528574Z,0,0,0,0,1
375,1,Нравится качество работы сотрудников,мастер на все руки спасибо большое,2025-05-16T17:34:14.739568Z,3916525,2.688,5,2025-05-16T17:34:14.739568Z,0,0,1,0,0
